ndcg_5 1 0.6694
ndcg_5 2 0.6797
ndcg_5 3 0.6798
ndcg_5 4 0.6804
ndcg_5 5 0.6842
ndcg_5 6 0.6838
ndcg_5 7 0.6853
ndcg_5 8 0.6873
ndcg_5 9 0.6875
ndcg_5 10 0.6876
ndcg_5 11 0.6887
ndcg_5 12 0.6891
ndcg_5 13 0.6893
ndcg_5 14 0.6901
ndcg_5 15 0.6909
ndcg_5 16 0.6912
ndcg_5 17 0.6925
ndcg_5 18 0.6930
ndcg_5 19 0.6935
ndcg_5 20 0.6955
ndcg_5 21 0.6965
ndcg_5 22 0.6964
ndcg_5 23 0.6966
ndcg_5 24 0.6967
ndcg_5 25 0.6972
ndcg_5 26 0.6958
ndcg_5 27 0.6968
ndcg_5 28 0.6965
ndcg_5 29 0.6973
ndcg_5 30 0.6975
ndcg_5 31 0.6974
ndcg_5 32 0.6978
ndcg_5 33 0.6989
ndcg_5 34 0.6996
ndcg_5 35 0.6995
ndcg_5 36 0.6998
ndcg_5 37 0.7000
ndcg_5 38 0.6999
ndcg_5 39 0.7002
ndcg_5 40 0.7005
ndcg_5 41 0.7001
ndcg_5 42 0.7008
ndcg_5 43 0.7013
ndcg_5 44 0.7017
ndcg_5 45 0.7013
ndcg_5 46 0.7014
ndcg_5 47 0.7017
ndcg_5 48 0.7021
ndcg_5 49 0.7017
ndcg_5 50 0.7020
ndcg_5 51 0.7024
ndcg_5 52 0.7026
ndcg_5 53 0.7028
ndcg_5 54 0.7033
ndcg_5 55 0.7028
ndcg_5 56 0.7028
ndcg_5 57 0.7032
ndcg_5 58 0.7030
ndcg_5 59 0.7033
ndcg_5 60 0.7036
ndcg_5 61 0.7036
ndcg_5 62 0.7034
ndcg_5 63 0.7036
ndcg_5 64 0.7035
ndcg_5 65 0.7030
ndcg_5 66 0.7033
ndcg_5 67 0.7038
ndcg_5 68 0.7042
ndcg_5 69 0.7048
ndcg_5 70 0.7045
ndcg_5 71 0.7048
ndcg_5 72 0.7044
ndcg_5 73 0.7043
ndcg_5 74 0.7048
ndcg_5 75 0.7050
ndcg_5 76 0.7057
ndcg_5 77 0.7059
ndcg_5 78 0.7059
ndcg_5 79 0.7061
ndcg_5 80 0.7063
ndcg_5 81 0.7065
ndcg_5 82 0.7064
ndcg_5 83 0.7067
ndcg_5 84 0.7068
ndcg_5 85 0.7068
ndcg_5 86 0.7071
ndcg_5 87 0.7070
