ndcg_5,1,0.6693
ndcg_5,10,0.7005
ndcg_5,100,0.7281
ndcg_5,1000,0.7445
ndcg_5,1001,0.7445
ndcg_5,1002,0.7445
ndcg_5,1003,0.7446
ndcg_5,1004,0.7445
ndcg_5,1005,0.7447
ndcg_5,1006,0.7447
ndcg_5,1007,0.7447
ndcg_5,1008,0.7447
ndcg_5,1009,0.7447
ndcg_5,101,0.7288
ndcg_5,1010,0.7448
ndcg_5,1011,0.7447
ndcg_5,1012,0.7447
ndcg_5,1013,0.7447
ndcg_5,1014,0.7447
ndcg_5,1015,0.7446
ndcg_5,1016,0.7446
ndcg_5,1017,0.7446
ndcg_5,1018,0.7445
ndcg_5,1019,0.7445
ndcg_5,102,0.7288
ndcg_5,1020,0.7445
ndcg_5,1021,0.7444
ndcg_5,1022,0.7444
ndcg_5,1023,0.7445
ndcg_5,1024,0.7445
ndcg_5,1025,0.7445
ndcg_5,1026,0.7445
ndcg_5,1027,0.7445
ndcg_5,1028,0.7443
ndcg_5,1029,0.7443
ndcg_5,103,0.7287
ndcg_5,1030,0.7443
ndcg_5,1031,0.7443
ndcg_5,1032,0.7445
ndcg_5,1033,0.7446
ndcg_5,1034,0.7446
ndcg_5,1035,0.7446
ndcg_5,1036,0.7446
ndcg_5,1037,0.7446
ndcg_5,1038,0.7445
ndcg_5,1039,0.7444
ndcg_5,104,0.7287
ndcg_5,1040,0.7446
ndcg_5,1041,0.7447
ndcg_5,1042,0.7446
ndcg_5,1043,0.7446
ndcg_5,1044,0.7447
ndcg_5,1045,0.7446
ndcg_5,1046,0.7447
ndcg_5,1047,0.7449
ndcg_5,1048,0.7449
ndcg_5,1049,0.7449
ndcg_5,105,0.7291
ndcg_5,1050,0.7448
ndcg_5,1051,0.7449
ndcg_5,1052,0.7448
ndcg_5,1053,0.7448
ndcg_5,1054,0.7447
ndcg_5,1055,0.7446
ndcg_5,1056,0.7445
ndcg_5,1057,0.7445
ndcg_5,1058,0.7445
ndcg_5,1059,0.7446
ndcg_5,106,0.7293
ndcg_5,1060,0.7445
ndcg_5,1061,0.7446
ndcg_5,1062,0.7445
ndcg_5,1063,0.7445
ndcg_5,1064,0.7446
ndcg_5,1065,0.7446
ndcg_5,1066,0.7446
ndcg_5,1067,0.7444
ndcg_5,1068,0.7444
ndcg_5,1069,0.7444
ndcg_5,107,0.7290
ndcg_5,1070,0.7445
ndcg_5,1071,0.7442
ndcg_5,1072,0.7443
ndcg_5,1073,0.7443
ndcg_5,1074,0.7442
ndcg_5,1075,0.7441
ndcg_5,1076,0.7440
ndcg_5,1077,0.7440
ndcg_5,1078,0.7440
ndcg_5,1079,0.7441
ndcg_5,108,0.7292
ndcg_5,1080,0.7441
ndcg_5,1081,0.7440
ndcg_5,1082,0.7440
ndcg_5,1083,0.7439
ndcg_5,1084,0.7439
ndcg_5,1085,0.7439
ndcg_5,1086,0.7438
ndcg_5,1087,0.7439
ndcg_5,1088,0.7438
ndcg_5,1089,0.7438
ndcg_5,109,0.7292
